item,count,date
Soup,71,10.23
Soup 12 oz,36,10.23
8 oz Soup,35,10.23
Beverages,116,10.23
Soda Fountain 16 oz,40,10.23
Soda Fountain 24 oz,28,10.23
Coffee 12 oz SB,20,10.23
Coffee 16 oz SB,18,10.23
Hot Tea 20 oz,10,10.23
Grab N Go,17,10.23
Side Potato Tots,17,10.23
Open Misc,5,10.23
Open Miscellaneous,5,10.23
Salads,1,10.23
Add Extra Protein $2.99,1,10.23
Convenience,689,10.23
Beverages,493,10.23
Water Aquafina 20 oz,22,10.23
Tea Golden Oolong Unsweet Ito En,11,10.23
Energy Mango PassFruit Celsius 1,12,10.23
Soda Pepsi Diet 20 Oz,15,10.23
Frappuccino Vanilla SB 13.7 Oz,8,10.23
Juice Naked Mighty Mango,8,10.23
Yerba Mate Lemon 15.5 oz,8,10.23
Soda Pepsi 20 Oz,13,10.23
Juice Naked Green Machine,7,10.23
Gatorade Gatorlyte Glacier Freez,7,10.23
Yerba Mate Bluephoria 15.5 oz,7,10.23
Yerba Mate Enlighten Mint 15.5 o,7,10.23
Energy Artic Vibe Celsius 12oz,8,10.23
Tea Jasmine Green Unsweet Ito En,7,10.23
Milk Chocolate LF BIG RED Refuel,12,10.23
Water Aquafina 1L,10,10.23
Tea Iced Rasberry Lipton 16 oz,10,10.23
Yerba Mate Tropical 15.5 oz,6,10.23
Tea Black Milk Ito En 11.8 oz,6,10.23
Water Life WTR Immune 700 ML,7,10.23
Juice Lively Lemonade Tropicana,8,10.23
Energy Blue Raz Lemonade Celsius,6,10.23
Tea Green Matcha Milk Ito En 11.,5,10.23
Soda Pepsi  Zero 20oz,8,10.23
Starbucks Doubleshot Energy Van,4,10.23
Juice Naked Blue Machine,4,10.23
Juice Naked PNCLDA 15.2 Oz,4,10.23
Naked Strawberry Banana Juice,4,10.23
Kombucha Rasp Lemon Kevita 15.2,4,10.23
Juice Orange Premium Topicana 11,6,10.23
Energy Kiwi Guava Celsius 12 oz,5,10.23
Tea Green Peach Mango Celsius 12,5,10.23
Lipton Pure Leaf Sweet Tea,7,10.23
Soda Mountain Dew 20 Oz,7,10.23
Soda Pepsi Wild Cherry 20 Oz,7,10.23
Tea Peach Pure Leaf Lipton 18.5,7,10.23
Gatorade Propel Berry Water 1 lt,6,10.23
Muscle Milk PROSRS 40 Intense Va,3,10.23
Cold Brew Vanilla Sweet Cream St,4,10.23
Tea Unsweetened Pure Leaf Lipton,6,10.23
Juice AppleTropicana 11 oz,5,10.23
Gatorade Propel Grape Water 1 lt,5,10.23
Energy Fuji Apple Pear Celsius 1,4,10.23
Frappuccino Mocha 13.7 Oz SB,3,10.23
Soda Guava Jarritos 12.5 oz,5,10.23
Cider Apple Red Jacket 12 oz,4,10.23
Tea Unsweet Green Lipton 18.5 oz,4,10.23
Soda Ginger Ale Schweppes 20 Oz,5,10.23
Tea Tea & Lemon Pure Leaf Lipton,5,10.23
Yerba Mate Peach Revival 15.5 oz,3,10.23
Gatorade Galcier Freeze Zero G 2,4,10.23
Gatorade Lemon Lime 28 oz,4,10.23
Juice Orange Homestyle Tropicana,4,10.23
Sparkling lemonade Strawberry Ke,4,10.23
Energy Fast Twitch Watermelon St,3,10.23
Energy StrawLemon Celsius 12oz,3,10.23
Tea Green Rasp Acai  Celsius 12,3,10.23
Muscle Milk KO Chocolate 14oz,2,10.23
Mountain Dew Kickstart Orange 16,3,10.23
Soda Dr Pepper 20 Oz,4,10.23
Tea Pure Leaf Zero Sugar Sweet T,4,10.23
Tea Unsweet Black W Lemon 18.5 o,4,10.23
Starbucks Doubleshot Energy Moch,2,10.23
Juice Apple Dole 15.2 oz,4,10.23
Juice Naked Berry Blast,2,10.23
Kombucha Ginger Kevita 15.2 oz,2,10.23
Gatorade Fruit Punch 28 oz,3,10.23
Gatorade Zero Grape 28 oz,3,10.23
Juice Grape Tropicana 11oz,3,10.23
Gatorade Propel  Kiwi Straw Wate,3,10.23
Gatorade Gatorlyte Zero Fruit Pu,2,10.23
Gatorade Gatorlyte Zero Lemon Li,2,10.23
Rockstar Energy,2,10.23
Energy Blue Crush Celsius 16 oz,2,10.23
Energy Mango Tango Celsius 16 oz,2,10.23
Juice Fuji Apple Red Jacket 12oz,2,10.23
Red Jacket Strawberry Apple Juic,2,10.23
Soda Mountain Dew Zero 20 Oz,3,10.23
Tea Blackberry Pure Leaf 18.5 oz,3,10.23
Tea Sweetened With Lemon Brisk 2,3,10.23
Tea Sweet W/ Le Pure Leaf Lipton,3,10.23
Juice Orange Dole 15.2 oz,3,10.23
Ocean Spray Cranberry Cocktail,3,10.23
Juice Ocean Spray Cranbe Grape 1,3,10.23
Water Gatorade 33.8 oz,2,10.23
Gatorade Blue 28 oz,2,10.23
Glacier Cherry Gatorade 28 oz,2,10.23
Glacier Freeze Gatorade 28 oz,2,10.23
Kickstart Strawberry Start-up 16,2,10.23
Sparkling Lemonade Mango Kevita,2,10.23
Water Gatorade 700ml,2,10.23
Soda Tamarind Jarritos 12.5 oz,2,10.23
Soda Orange Crush 20 Oz,2,10.23
Soda Rootbeer Mug 20 oz,2,10.23
Soda Rootbeer Zero Sugar Mug 20,2,10.23
Tea Light Peach Lipton 20 oz,2,10.23
Frappuccino Coffee 13.7 oz SB,1,10.23
Juice Protein Zone Naked,1,10.23
Soda Mandarin Jarritos 12.5 oz,2,10.23
Kombucha Pineapple Peach Kevita,1,10.23
Gatorade Gatorlyte MixBerry 20 o,1,10.23
Gatorade Gatorlyte Orange 20 oz,1,10.23
Gatorade Gatorlyte Strawberry Ki,1,10.23
Yerba Mate Revel Berry 15.5 oz,1,10.23
Rockstar Energy Pure Zero PNCH,1,10.23
Starbucks Double Shot 6.5 Oz,1,10.23
Energy Cherry Limeade Celsius 16,1,10.23
Energy Fruit Burst Celsius 16 oz,1,10.23
Energy Orangesicle Celsius 16 oz,1,10.23
Cornell Lemonade,2,10.23
Rockstar Pure Zero Silver Ice,1,10.23
Energy Fast Twitch Cool Blue 12,1,10.23
Mountain Dew Kickstart Black Che,1,10.23
Gatorade Berry Zero G 28 oz,1,10.23
Gatorade Orange 28oz,1,10.23
Juice Zero Summer Splash Punch 1,1,10.23
Soda Mango Jarritos 12.5 oz,1,10.23
Soda Pineapple Jarritos 12.5 oz,1,10.23
Juice Lemonade Dole 20oz,1,10.23
Water Aquafina Alumitek 16 oz,1,10.23
Dairy,68,10.23
Yogurt 0% Fat Vanilla Greek Oiko,9,10.23
Yogurt Mixed Berry Chobani Drink,5,10.23
Yogurt Straw Banana Chobani Drin,5,10.23
Cornell 2% Milk (70000380),5,10.23
Milk Chocolate LF Cornell 8 Oz,8,10.23
Yogurt Flip Almond Coco Loco Cho,5,10.23
Yogurt Black Cherry Greek Choban,5,10.23
Cornell 2% Milk (70000381),5,10.23
Yogurt Strawberry Greek Chobani,4,10.23
Yogurt Mango Chobani Drink 7 oz,2,10.23
Cornell Whole Milk,4,10.23
Yogurt Mango Greek Chobani,3,10.23
Cornell Low Fat Chocolate Milk,2,10.23
Yogurt Peach Greek Chobani,2,10.23
Yogurt Strawberry Banana Greek C,2,10.23
Yogurt Plain Greek Chobani,1,10.23
Cornell Dairy Strawberry Yogurt,1,10.23
NutritionalSnack,37,10.23
Jelly Konjac Peach Tastelli,6,10.23
Bar Cookie & Cream Quest 2.12 oz,3,10.23
Jelly Konjac Mango Pineapple Tas,4,10.23
Bar CHOC Mint Builders Clif bar2,3,10.23
Bar That's It Apple+Blueberry 1.,4,10.23
Jelly Konjac Double Berry Tastel,3,10.23
Bar Crunchy Peanut Butter Clif,3,10.23
Bar White Chocolate Macadamia Cl,3,10.23
Jelly Konjac Apple Grape Tastell,2,10.23
Bar Choc Chip Cookie Dough Quest,1,10.23
Bar Frosted Birthday Cake Quest,1,10.23
Bar Blueberry Crisp Clif 2.4oz,1,10.23
Bar That's It Apple+Mango 1.2 oz,1,10.23
Nature Valley Peanut Butter Gran,1,10.23
Oat And Honey Granola Bar,1,10.23
Food,57,10.23
Fruit Whole,57,10.23
Salty Snacks,17,10.23
Chips Dirty Sea Salted,4,10.23
Nuts Fruit Nut Combo 1.5 oz Saha,2,10.23
Chip Kettle Sea Salt 2 oz,2,10.23
Chip Funky Fusion Dirty 2 oz,2,10.23
Chip Voodoo Limited Zapps 2 oz,2,10.23
Chip Kettle Sweet Onion 2 oz,1,10.23
Chip Maui Onion Dirty 2 oz,1,10.23
Chips Cracked Pepper & Sea Salt,1,10.23
Jalapeno Heat Chips Kosher,1,10.23
Chip Baked Jax  Utz 1.5 oz,1,10.23
Baked Goods,10,10.23
Chewy Marshmallow GF 2.1 oz,7,10.23
GF Sweet Street Choloate Brownie,3,10.23
Ice Cream,4,10.23
MochiCookCrm1.5o,2,10.23
Ice Cream Mochi Sweet Mango 1.5,1,10.23
Ice Cream Mochi Double Chocolate,1,10.23
Candy Confection,3,10.23
Candy CHOC Cara Caff Bar Awake,1,10.23
Orbit Sweet Mint Gum,1,10.23
Orbit Wintermint Gum,1,10.23
Ext Commissary,35,10.23
Sushi,22,10.23
Tempura Shrimp Roll,3,10.23
Golden Dragon Roll,3,10.23
California Roll,3,10.23
Alaskan Roll,2,10.23
Tempura Crunch Roll,2,10.23
TSA Roll,2,10.23
Salmon Roll,2,10.23
Spicy Tuna Roll,2,10.23
Hawaiian Volcano Roll,1,10.23
Hawaiian Sunset,1,10.23
Avocado Roll,1,10.23
York Street Comm,13,10.23
Wrap Chicken Caesar,4,10.23
Sandwich Black Forrest Ham & Swi,3,10.23
Wrap Buffalo Chicken,3,10.23
Sandwich Prosciutto & Mozzarella,2,10.23
Sandwich Crispy Chicken Milanese,1,10.23
Int Commissary,110,10.23
Straight Bakery,84,10.23
Cookie,35,10.23
Muffin Jumbo,27,10.23
Croissant Straw CC,5,10.23
Croissant Choc,4,10.23
Coffee Cake,5,10.23
Cinnamon Bun,3,10.23
Combo 16 oz Coffee & Muffin,2,10.23
Scone,2,10.23
Croissant Blue CC,1,10.23
Take Us Home,8,10.23
BowlMedProtein,3,10.23
BowlSesAsianNood,2,10.23
Tofu Grain Bowl,2,10.23
BowlMexicanChick,1,10.23
Commissary,12,10.23
PBJ on Wheat,12,10.23
GF Commissary,6,10.23
GF Turkey Sand,3,10.23
GF ChicCaesarSld,1,10.23
GFSunButterJelly,2,10.23
Total,"2,921",10.22
Unit Prepared,"2,098",10.22
Grill,715,10.22
Quesadilla Deluxe Trillium,161,10.22
Grilled Hamburger,127,10.22
Fried Chicken Tenders,120,10.22
Burrito Una Mano Trillium BYO,62,10.22
French Fries,146,10.22
Grilled Chicken Breast Sandwich,18,10.22
Sweet Potato Fries,34,10.22
Quesadilla Cheese,12,10.22
Seared Salmon Burger,10,10.22
Trillium Grill Impossible Burger,6,10.22
ADD Beef Patty $2.99,9,10.22
Black Bean Burger,2,10.22
ADD Chicken Breast,3,10.22
Add Sausage 2 Patty,1,10.22
Add Egg $.99,2,10.22
ADD Cheese,2,10.22
Asian,412,10.22
1 Entree + 1 Side,197,10.22
1 Entree + 2 Side,87,10.22
Bowl Ramen Chicken,73,10.22
2 Entrees + 2 Sides,36,10.22
Bowl Ramen Tofu,10,10.22
Side Vegetarian Lo Mein,4,10.22
1 Wok Entree,1,10.22
Side White or Brown Rice,3,10.22
Side Vegetarian Fried Rice with,1,10.22
Italian,239,10.22
Create Your Pasta Bowl MEAT,132,10.22
Create Your Pasta Bowl VEG,26,10.22
Pizza with Toppings,35,10.22
Pizza Cheese,24,10.22
Add Extra Meat,21,10.22
Side Bread Pasta Station,1,10.22
Breakfast,275,10.22
Burrito Breakfast,89,10.22
Small French Omelet,60,10.22
Grand Slam Breakfast,19,10.22
Egg Cheese Sausage Breakfast San,28,10.22
Egg Cheese Bacon Breakfast Sandw,26,10.22
Add Bacon,27,10.22
Two Eggs,14,10.22
Pancake Single,5,10.22
Trillium Home Fries,1,10.22
2 Slices Toast,3,10.22
Toast,2,10.22
PC Jelly,1,10.22
Mexican,123,10.22
Burrito Bowl BYO,113,10.22
Single Taco,3,10.22
Side Guacamole,4,10.22
Add Extra Toppings Una Mano,3,10.22
Salad Bar,80,10.22
Salad by the Pound,80,10.22
Soup,84,10.22
8 oz Soup,51,10.22
Soup 12 oz,33,10.22
Beverages,140,10.22
Soda Fountain 16 oz,44,10.22
Coffee 16 oz SB,31,10.22
Soda Fountain 24 oz,37,10.22
Coffee 12 oz SB,28,10.22
Open Misc,16,10.22
Open Miscellaneous,16,10.22
Grab N Go,14,10.22
Side Potato Tots,14,10.22
Convenience,685,10.22
Beverages,446,10.22
Water Aquafina 20 oz,25,10.22
Yerba Mate Peach Revival 15.5 oz,10,10.22
Soda Pepsi Diet 20 Oz,16,10.22
Yerba Mate Tropical 15.5 oz,8,10.22
Tea Jasmine Green Unsweet Ito En,8,10.22
Yerba Mate Enlighten Mint 15.5 o,7,10.22
Gatorade Blue 28 oz,9,10.22
Water Aquafina 1L,10,10.22
Tea Green Peach Mango Celsius 12,7,10.22
Juice Naked Green Machine,5,10.22
Juice Protein Zone Naked,5,10.22
Kombucha Ginger Kevita 15.2 oz,5,10.22
Kombucha Rasp Lemon Kevita 15.2,5,10.22
Soda Pepsi 20 Oz,9,10.22
Energy Mango PassFruit Celsius 1,6,10.22
Energy StrawLemon Celsius 12oz,6,10.22
Tea Green Rasp Acai  Celsius 12,6,10.22
Soda Pepsi  Zero 20oz,8,10.22
Juice Orange Premium Topicana 11,6,10.22
Juice Raspberry Lemonade Tropica,6,10.22
Energy Kiwi Guava Celsius 12 oz,5,10.22
Tea Iced Rasberry Lipton 16 oz,7,10.22
Yerba Mate Bluephoria 15.5 oz,4,10.22
Cold Brew Vanilla Sweet Cream St,4,10.22
Energy Dragonberry Celsius 16 oz,4,10.22
Soda Dr Pepper 20 Oz,6,10.22
Soda Ginger Ale Schweppes 20 Oz,6,10.22
Soda Mountain Dew Zero 20 Oz,6,10.22
Tea Peach Pure Leaf Lipton 18.5,6,10.22
Gatorade Galcier Freeze Zero G 2,5,10.22
Juice Orange Homestyle Tropicana,5,10.22
Starbucks Doubleshot Energy Van,3,10.22
Energy Fast Twitch Watermelon St,4,10.22
Frappuccino Mocha 13.7 Oz SB,3,10.22
Frappuccino Vanilla SB 13.7 Oz,3,10.22
Juice Naked Blue Machine,3,10.22
Naked Strawberry Banana Juice,3,10.22
Soda Guava Jarritos 12.5 oz,5,10.22
Lipton Pure Leaf Sweet Tea,5,10.22
Soda Rootbeer Zero Sugar Mug 20,5,10.22
Tea Sweet W/ Le Pure Leaf Lipton,5,10.22
Gatorade Gatorlyte Glacier Freez,3,10.22
Yerba Mate Revel Berry 15.5 oz,3,10.22
Tea Black Milk Ito En 11.8 oz,3,10.22
Tea Golden Oolong Unsweet Ito En,3,10.22
Tea Green Matcha Milk Ito En 11.,3,10.22
Juice Apple Dole 15.2 oz,5,10.22
Gatorade Berry Zero G 28 oz,4,10.22
Glacier Freeze Gatorade 28 oz,4,10.22
Juice AppleTropicana 11 oz,4,10.22
Juice Lively Lemonade Tropicana,4,10.22
Energy Cherry Limeade Celsius 16,3,10.22
Red Jacket Strawberry Apple Juic,3,10.22
Gatorade Propel  Kiwi Straw Wate,4,10.22
Water Gatorade 700ml,4,10.22
Energy Blue Raz Lemonade Celsius,3,10.22
Energy Fuji Apple Pear Celsius 1,3,10.22
Water Life WTR Immune 700 ML,3,10.22
Mountain Dew Kickstart Black Che,3,10.22
Water Aquafina Alumitek 16 oz,5,10.22
Soda Mountain Dew 20 Oz,4,10.22
Soda Orange Crush 20 Oz,4,10.22
Cider Apple Red Jacket 12 oz,3,10.22
Tea Unsweet Green Lipton 18.5 oz,3,10.22
Frappuccino Coffee 13.7 oz SB,2,10.22
Juice Naked Berry Blast,2,10.22
Juice Naked Mighty Mango,2,10.22
Gatorade Fruit Punch 28 oz,3,10.22
Gatorade Lemon Lime 28 oz,3,10.22
Glacier Cherry Gatorade 28 oz,3,10.22
Gatorade Propel Berry Water 1 lt,3,10.22
Gatorade Propel Grape Water 1 lt,3,10.22
Gatorade Gatorlyte Cherry Lime 2,2,10.22
Gatorade Gatorlyte MixBerry 20 o,2,10.22
Gatorade Gatorlyte Strawberry Ki,2,10.22
Rockstar Energy Pure Zero PNCH,2,10.22
Starbucks Double Shot 6.5 Oz,2,10.22
Energy Blue Crush Celsius 16 oz,2,10.22
Energy Fruit Burst Celsius 16 oz,2,10.22
Juice Fuji Apple Red Jacket 12oz,2,10.22
Soda Pepsi Wild Cherry 20 Oz,3,10.22
Soda Rootbeer Mug 20 oz,3,10.22
Tea Blackberry Pure Leaf 18.5 oz,3,10.22
Tea Sweetened With Lemon Brisk 2,3,10.22
Tea Tea & Lemon Pure Leaf Lipton,3,10.22
Juice Lemonade Dole 20oz,3,10.22
Ocean Spray Cranberry Cocktail,3,10.22
Energy Artic Vibe Celsius 12oz,2,10.22
Water Gatorade 33.8 oz,2,10.22
Gatorade Orange 28oz,2,10.22
Gatorade Zero Grape 28 oz,2,10.22
Juice Zero Summer Splash Punch 1,2,10.22
Sparkling lemonade Strawberry Ke,2,10.22
Cornell Lemonade,3,10.22
Muscle Milk P40 Strawberry Cream,1,10.22
Muscle Milk PROSRS 40 Intense Va,1,10.22
Tea Light Peach Lipton 20 oz,2,10.22
Starbucks Doubleshot Ener Coffee,1,10.22
Starbucks Doubleshot Energy Moch,1,10.22
Juice Orange Dole 15.2 oz,2,10.22
Juice Naked PNCLDA 15.2 Oz,1,10.22
Juice Ocean Spray Cranbe Grape 1,2,10.22
Gatorade Gatorlyte Orange 20 oz,1,10.22
Gatorade Gatorlyte Zero Fruit Pu,1,10.22
Gatorade Gatorlyte Zero Lemon Li,1,10.22
Yerba Mate Lemon 15.5 oz,1,10.22
Cold Brew Chocolate Cream Starbu,1,10.22
Energy Mango Tango Celsius 16 oz,1,10.22
Energy Orangesicle Celsius 16 oz,1,10.22
Rockstar Pure Zero Silver Ice,1,10.22
Mountain Dew Kickstart Orange 16,1,10.22
Juice Grape Tropicana 11oz,1,10.22
Sparkling Lemonade Mango Kevita,1,10.22
Soda Pineapple Jarritos 12.5 oz,1,10.22
Soda Tamarind Jarritos 12.5 oz,1,10.22
Soda Starry Lemon Lime 20 oz,1,10.22
Tea Pure Leaf Zero Sugar Sweet T,1,10.22
Tea Unsweet Black W Lemon 18.5 o,1,10.22
Soda Mandarin Jarritos 12.5 oz,1,10.22
Dairy,70,10.22
Cornell Low Fat Chocolate Milk,9,10.22
Milk Chocolate LF Cornell 8 Oz,10,10.22
Yogurt 0% Fat Vanilla Greek Oiko,6,10.22
Yogurt Flip Peanut Butter Dream,5,10.22
Yogurt Mango Greek Chobani,5,10.22
Yogurt Straw Banana Chobani Drin,3,10.22
Yogurt Flip Almond Coco Loco Cho,4,10.22
Cornell 2% Milk,6,10.22
Yogurt Plain Greek Chobani,4,10.22
Cornell Whole Milk,4,10.22
Yogurt Strawberry Greek Chobani,3,10.22
Yogurt Black Cherry Greek Choban,2,10.22
Yogurt Peach Greek Chobani,2,10.22
8 oz Vanilla Soy Silk,2,10.22
Yogurt Mango Chobani Drink 7 oz,1,10.22
Yogurt Mixed Berry Chobani Drink,1,10.22
Yogurt Blueberry Greek Chobani,1,10.22
Yogurt Strawberry Banana Greek C,1,10.22
Silk Chocolate Soy Milk,1,10.22
NutritionalSnack,39,10.22
Bar CHOC Mint Builders Clif bar2,7,10.22
Bar Cookie & Cream Quest 2.12 oz,5,10.22
Jelly Konjac Double Berry Tastel,4,10.22
Jelly Konjac Peach Tastelli,3,10.22
Bar That's It Apple+Strawberry 1,3,10.22
Bar Peanut Butter Builders Clif,2,10.22
Jelly Konjac Apple Grape Tastell,2,10.22
Bar Frosted Birthday Cake Quest,1,10.22
Cookie Choc Chip Lenny & Larrys,1,10.22
Cookie Peanut Butter Lenny & Lar,1,10.22
Fruit And Nut Delight Kind Bar,1,10.22
Jelly Konjac Mango Pineapple Tas,1,10.22
Bar Chocolate Chip Clifbar,1,10.22
Bar Crunchy Peanut Butter Clif,1,10.22
Dark Choc Cherry Cashew Plus Kin,1,10.22
Kind Almond And Coconut Bar,1,10.22
Kind Cranberry Almond Plus Bar,1,10.22
Bar That's It Apple+Blueberry 1.,1,10.22
Oat And Honey Granola Bar,1,10.22
Oats And Dark Chocolate Granola,1,10.22
Food,75,10.22
Fruit Whole,75,10.22
Salty Snacks,22,10.22
Nuts Fruit Nut Combo 1.5 oz Saha,2,10.22
Chip Kettle Salt Vinegar 2 oz,2,10.22
Chip Potato Dirty BBQ Mesquite 2,2,10.22
Chip Voodoo Limited Zapps 2 oz,2,10.22
Utz Honey Barbecue Chip 1.5 oz,2,10.22
Utz Sour Cream and Onion Chip,2,10.22
Chip Baked Jax  Utz 1.5 oz,2,10.22
Pretzel Thin 2.12 oz Utz,2,10.22
Chip Kettle Sweet Onion 2 oz,1,10.22
Chip Funky Fusion Dirty 2 oz,1,10.22
Chips Dirty Sea Salted,1,10.22
Chip Sour Cream And Onion Dirty,1,10.22
Jalapeno Heat Chips Kosher,1,10.22
Utz Salt N Vinegar Chip,1,10.22
Grocery,8,10.22
Fresh Cut Melon Fruit Cup,8,10.22
Baked Goods,11,10.22
GF Sweet Street Choloate Brownie,6,10.22
Chewy Marshmallow GF 2.1 oz,5,10.22
Candy Confection,11,10.22
Orbit Wintermint Gum,4,10.22
Candy Milk Choc Caff Bar Awake 1,3,10.22
Candy CHOC Cara Caff Bar Awake,2,10.22
Chocolate Sunbutter Cups 2ct,1,10.22
Orbit Sweet Mint Gum,1,10.22
Ice Cream,3,10.22
Ice Cream Mochi Double Chocolate,2,10.22
MochiCookCrm1.5o,1,10.22
Ext Commissary,47,10.22
York Street Comm,27,10.22
Wrap Chicken Caesar,8,10.22
Wrap Buffalo Chicken,7,10.22
Sandwich Corned Beef & Swiss,3,10.22
Sandwich Crispy Chicken Milanese,3,10.22
Sandwich Prosciutto & Mozzarella,3,10.22
Sandwich Black Forrest Ham & Swi,2,10.22
Salad Chicken Caesar,1,10.22
Sushi,20,10.22
Tempura Shrimp Roll,3,10.22
California Roll,3,10.22
Alaskan Roll,2,10.22
TSA Roll,2,10.22
Golden Dragon Roll,2,10.22
Salmon Roll,2,10.22
Spicy Tuna Roll,2,10.22
Hawaiian Volcano Roll,1,10.22
Tempura Crunch Roll,1,10.22
Hawaiian Sunset,1,10.22
Avocado Roll,1,10.22
Int Commissary,91,10.22
Straight Bakery,77,10.22
Muffin Jumbo,34,10.22
Cookie,22,10.22
Croissant Blue CC,4,10.22
Croissant Choc,4,10.22
Croissant Straw CC,4,10.22
Cinnamon Bun,3,10.22
Coffee Cake,4,10.22
Scone,2,10.22
Take Us Home,6,10.22
BowlSesAsianNood,3,10.22
Tofu Grain Bowl,2,10.22
BowlMexicanChick,1,10.22
BowlSouthChick,0,10.22
GF Commissary,5,10.22
GF ChicCaesarSld,2,10.22
GF Turkey Sand,2,10.22
GFSunButterJelly,1,10.22
Commissary,3,10.22
PBJ on Wheat,3,10.22
Total,"2,655",10.21
Unit Prepared,"1,941",10.21
Grill,652,10.21
Quesadilla Deluxe Trillium,154,10.21
Grilled Hamburger,105,10.21
Burrito Una Mano Trillium BYO,79,10.21
Fried Chicken Tenders,91,10.21
French Fries,114,10.21
Grilled Chicken Breast Sandwich,18,10.21
Sweet Potato Fries,36,10.21
Seared Salmon Burger,11,10.21
Trillium Grill Impossible Burger,8,10.21
Quesadilla Cheese,6,10.21
ADD Beef Patty $2.99,14,10.21
ADD Chicken Breast,4,10.21
Add Sausage 2 Patty,5,10.21
Black Bean Burger,1,10.21
ADD Cheese,4,10.21
Add Egg $.99,2,10.21
Asian,396,10.21
1 Entree + 1 Side,187,10.21
1 Entree + 2 Side,87,10.21
Bowl Ramen Chicken,71,10.21
2 Entrees + 2 Sides,20,10.21
Bowl Ramen Tofu,14,10.21
Side Vegetarian Lo Mein,7,10.21
Side Vegetable Spring Rolls,5,10.21
1 Wok Entree,3,10.21
Side Vegetarian Fried Rice with,1,10.21
Side White or Brown Rice,1,10.21
Italian,245,10.21
Create Your Pasta Bowl MEAT,124,10.21
Create Your Pasta Bowl VEG,37,10.21
Pizza with Toppings,38,10.21
Pizza Cheese,23,10.21
Add Extra Meat,22,10.21
Side Bread Pasta Station,1,10.21
Breakfast,268,10.21
Burrito Breakfast,80,10.21
Small French Omelet,51,10.21
Egg Cheese Sausage Breakfast San,32,10.21
Grand Slam Breakfast,16,10.21
Egg Cheese Bacon Breakfast Sandw,28,10.21
Add Bacon,35,10.21
Two Eggs,15,10.21
Trillium Home Fries,6,10.21
2 Slices Toast,3,10.21
Toast,2,10.21
Mexican,115,10.21
Burrito Bowl BYO,101,10.21
Single Taco,7,10.21
Side Guacamole,6,10.21
Add Extra Toppings Una Mano,1,10.21
Salad Bar,59,10.21
Salad by the Pound,59,10.21
Soup,70,10.21
Soup 12 oz,43,10.21
8 oz Soup,27,10.21
Beverages,117,10.21
Coffee 16 oz SB,30,10.21
Soda Fountain 16 oz,36,10.21
Soda Fountain 24 oz,31,10.21
Coffee 12 oz SB,15,10.21
Hot Tea 20 oz,5,10.21
Grab N Go,14,10.21
Side Potato Tots,14,10.21
Open Misc,5,10.21
Open Miscellaneous,5,10.21
Convenience,599,10.21
Beverages,438,10.21
Soda Pepsi Diet 20 Oz,17,10.21
Water Aquafina 20 oz,18,10.21
Yerba Mate Bluephoria 15.5 oz,9,10.21
Yerba Mate Enlighten Mint 15.5 o,9,10.21
Energy Mango PassFruit Celsius 1,10,10.21
Naked Strawberry Banana Juice,7,10.21
Tea Jasmine Green Unsweet Ito En,8,10.21
Energy Artic Vibe Celsius 12oz,9,10.21
Water Aquafina 1L,11,10.21
Juice Naked Mighty Mango,6,10.21
Water Life WTR Immune 700 ML,8,10.21
Energy StrawLemon Celsius 12oz,7,10.21
Kombucha Pineapple Peach Kevita,5,10.21
Muscle Milk PROSRS 40 Intense Va,4,10.21
Gatorade Lemon Lime 28 oz,7,10.21
Juice Orange Premium Topicana 11,7,10.21
Yerba Mate Lemon 15.5 oz,5,10.21
Yerba Mate Revel Berry 15.5 oz,5,10.21
Tea Golden Oolong Unsweet Ito En,5,10.21
Soda Dr Pepper 20 Oz,8,10.21
Soda Pepsi  Zero 20oz,8,10.21
Tea Peach Pure Leaf Lipton 18.5,8,10.21
Starbucks Doubleshot Energy Van,4,10.21
Tea Unsweet Green Lipton 18.5 oz,6,10.21
Kombucha Ginger Kevita 15.2 oz,4,10.21
Energy Fuji Apple Pear Celsius 1,5,10.21
Soda Pepsi 20 Oz,7,10.21
Muscle Milk PP Chocolate 14 oz,3,10.21
Milk Chocolate LF BIG RED Refuel,7,10.21
Juice Fuji Apple Red Jacket 12oz,4,10.21
Tea Iced Rasberry Lipton 16 oz,6,10.21
Tea Light Peach Lipton 20 oz,6,10.21
Tea Sweet W/ Le Pure Leaf Lipton,6,10.21
Gatorade Blue 28 oz,5,10.21
Juice Raspberry Lemonade Tropica,5,10.21
Tea Green Peach Mango Celsius 12,4,10.21
Tea Green Rasp Acai  Celsius 12,4,10.21
Juice Naked Green Machine,3,10.21
Juice Protein Zone Naked,3,10.21
Mountain Dew Kickstart Black Che,4,10.21
Tea Unsweetened Pure Leaf Lipton,5,10.21
Gatorade Gatorlyte Glacier Freez,3,10.21
Gatorade Gatorlyte MixBerry 20 o,3,10.21
Yerba Mate Peach Revival 15.5 oz,3,10.21
Yerba Mate Tropical 15.5 oz,3,10.21
Water Aquafina Alumitek 16 oz,6,10.21
Juice Apple Dole 15.2 oz,5,10.21
Juice Grape Tropicana 11oz,4,10.21
Cold Brew Chocolate Cream Starbu,3,10.21
Energy Cherry Limeade Celsius 16,3,10.21
Gatorade Propel Grape Water 1 lt,4,10.21
Gatorade Propel  Kiwi Straw Wate,4,10.21
